"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/BooleanUtils.java","3","632","The method 'toBoolean(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/CharSet.java","3","196","The method 'add(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/ClassUtils.java","3","48","The class 'ClassUtils' has a total cyclomatic complexity of 119 (highest 21).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/ClassUtils.java","3","521","The method 'isAssignable(Class<?>, Class<?>, boolean)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/LocaleUtils.java","3","95","The method 'toLocale(String)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/RandomStringUtils.java","3","225","The method 'random(int, int, int, boolean, boolean, char[], Random)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","125","The class 'StringUtils' has a total cyclomatic complexity of 639 (highest 34).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","2269","The method 'splitByWholeSeparatorWorker(String, String, int, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","2413","The method 'splitWorker(String, char, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","2538","The method 'splitWorker(String, String, int, boolean)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","3366","The method 'replace(String, String, String, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"6","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","3535","The method 'replaceEach(String, String[], String[], boolean, int)' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"7","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","3976","The method 'repeat(String, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"8","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","5169","The method 'abbreviate(String, int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","5311","The method 'indexOfDifference(String[])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"10","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/StringUtils.java","3","5458","The method 'getLevenshteinDistance(String, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/java/org/apache/commons/lang/WordUtils.java","3","605","The method 'abbreviate(String, int, int, String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/CompareToBuilder.java","3","93","The class 'CompareToBuilder' has a total cyclomatic complexity of 155 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/CompareToBuilder.java","3","347","The method 'reflectionAppend(Object, Object, Class<?>, CompareToBuilder, boolean, String[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/CompareToBuilder.java","3","441","The method 'append(Object, Object, Comparator)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/EqualsBuilder.java","3","86","The class 'EqualsBuilder' has a total cyclomatic complexity of 137 (highest 17).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/EqualsBuilder.java","3","253","The method 'reflectionEquals(Object, Object, boolean, Class<?>, String[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/EqualsBuilder.java","3","313","The method 'reflectionAppend(Object, Object, Class<?>, EqualsBuilder, boolean, String[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/EqualsBuilder.java","3","367","The method 'append(Object, Object)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/HashCodeBuilder.java","3","97","The class 'HashCodeBuilder' has a total cyclomatic complexity of 86 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/HashCodeBuilder.java","3","174","The method 'reflectionAppend(Object, Class<?>, HashCodeBuilder, boolean, String[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/HashCodeBuilder.java","3","859","The method 'append(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/ToStringStyle.java","3","71","The class 'ToStringStyle' has a total cyclomatic complexity of 215 (highest 28).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.builder","data/temp/Lang_41b/src/java/org/apache/commons/lang/builder/ToStringStyle.java","3","454","The method 'appendInternal(StringBuffer, String, Object, boolean)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.exception","data/temp/Lang_41b/src/java/org/apache/commons/lang/exception/ExceptionUtils.java","3","55","The class 'ExceptionUtils' has a total cyclomatic complexity of 123 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.exception","data/temp/Lang_41b/src/java/org/apache/commons/lang/exception/ExceptionUtils.java","3","487","The method 'isNestedThrowable(Throwable)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.exception","data/temp/Lang_41b/src/java/org/apache/commons/lang/exception/ExceptionUtils.java","3","700","The method 'indexOf(Throwable, Class<?>, int, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/DoubleRange.java","3","141","The constructor 'DoubleRange(Number, Number)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/FloatRange.java","3","141","The constructor 'FloatRange(Number, Number)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/Fraction.java","3","36","The class 'Fraction' has a total cyclomatic complexity of 151 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/Fraction.java","3","172","The method 'getFraction(int, int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/Fraction.java","3","209","The method 'getReducedFraction(int, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/Fraction.java","3","249","The method 'getFraction(double)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/Fraction.java","3","576","The method 'greatestCommonDivisor(int, int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"6","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/Fraction.java","3","733","The method 'addSub(Fraction, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/NumberRange.java","3","66","The constructor 'NumberRange(Number)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/NumberRange.java","3","102","The constructor 'NumberRange(Number, Number)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/NumberUtils.java","3","38","The class 'NumberUtils' has a total cyclomatic complexity of 257 (highest 52).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/NumberUtils.java","3","448","The method 'createNumber(String)' has a cyclomatic complexity of 52.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.math","data/temp/Lang_41b/src/java/org/apache/commons/lang/math/NumberUtils.java","3","1312","The method 'isNumber(String)' has a cyclomatic complexity of 42.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.reflect","data/temp/Lang_41b/src/java/org/apache/commons/lang/reflect/FieldUtils.java","3","38","The class 'FieldUtils' has a total cyclomatic complexity of 88 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.reflect","data/temp/Lang_41b/src/java/org/apache/commons/lang/reflect/FieldUtils.java","3","77","The method 'getField(Class<?>, String, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java","3","144","The method 'applyPattern(String)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java","3","276","The method 'readArgumentIndex(String, ParsePosition)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java","3","423","The method 'appendQuotedString(String, ParsePosition, StringBuffer, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrBuilder.java","3","74","The class 'StrBuilder' has a total cyclomatic complexity of 394 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrBuilder.java","3","2165","The method 'indexOf(String, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrBuilder.java","3","2288","The method 'lastIndexOf(String, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrBuilder.java","3","2678","The method 'read(char[], int, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrSubstitutor.java","3","536","The method 'substitute(StrBuilder, int, int, List<String>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrTokenizer.java","3","90","The class 'StrTokenizer' has a total cyclomatic complexity of 114 (highest 10).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.text","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/StrTokenizer.java","3","725","The method 'readWithQuotes(char[], int, int, StrBuilder, List<String>, int, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text.translate","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/translate/UnicodeEscaper.java","3","58","The method 'translate(int, Writer)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text.translate","data/temp/Lang_41b/src/java/org/apache/commons/lang/text/translate/UnicodeUnescaper.java","3","33","The method 'translate(CharSequence, int, Writer)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DateUtils.java","3","54","The class 'DateUtils' has a total cyclomatic complexity of 186 (highest 34).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DateUtils.java","3","869","The method 'modify(Calendar, int, int)' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DateUtils.java","3","1065","The method 'iterator(Calendar, int)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DateUtils.java","3","1598","The method 'getFragment(Calendar, int, int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DurationFormatUtils.java","3","49","The class 'DurationFormatUtils' has a total cyclomatic complexity of 81 (highest 23).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DurationFormatUtils.java","3","171","The method 'formatDurationWords(long, boolean, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DurationFormatUtils.java","3","274","The method 'formatPeriod(long, long, String, boolean, TimeZone)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DurationFormatUtils.java","3","421","The method 'format(Token[], int, int, int, int, int, int, int, boolean)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/DurationFormatUtils.java","3","490","The method 'lexx(String)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/FastDateFormat.java","3","71","The class 'FastDateFormat' has a total cyclomatic complexity of 132 (highest 32).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/FastDateFormat.java","3","577","The method 'parsePattern()' has a cyclomatic complexity of 32.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/FastDateFormat.java","3","707","The method 'parseToken(String, int[])' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang.time","data/temp/Lang_41b/src/java/org/apache/commons/lang/time/FastDateFormat.java","3","978","The method 'equals(Object)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","","data/temp/Lang_41b/src/pending/CalendarUtils.java","3","29","The class 'CalendarUtils' has a total cyclomatic complexity of 89 (highest 38).","Design","CyclomaticComplexity"
"2","","data/temp/Lang_41b/src/pending/CalendarUtils.java","3","159","The method 'modify(Calendar, int, boolean)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"3","","data/temp/Lang_41b/src/pending/CalendarUtils.java","3","244","The method 'parse(String, Locale)' has a cyclomatic complexity of 38.","Design","CyclomaticComplexity"
"4","","data/temp/Lang_41b/src/pending/CalendarUtils.java","3","358","The method 'getCalendarIterator(Calendar, int)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/pending/DateFormatter.java","3","47","The method 'parseCVS(String)' has a cyclomatic complexity of 41.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/test/org/apache/commons/lang/ArrayUtilsAddTest.java","3","341","The method 'testAddObjectAtIndex()' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/test/org/apache/commons/lang/ArrayUtilsTest.java","3","44","The class 'ArrayUtilsTest' has a total cyclomatic complexity of 142 (highest 4).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang","data/temp/Lang_41b/src/test/org/apache/commons/lang/StringUtilsTest.java","3","47","The class 'StringUtilsTest' has a total cyclomatic complexity of 111 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang","data/temp/Lang_41b/src/test/org/apache/commons/lang/StringUtilsTest.java","3","703","The method 'testSplitPreserveAllTokens_StringString_StringStringInt()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.builder","data/temp/Lang_41b/src/test/org/apache/commons/lang/builder/CompareToBuilderTest.java","3","33","The class 'CompareToBuilderTest' has a total cyclomatic complexity of 82 (highest 4).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.builder","data/temp/Lang_41b/src/test/org/apache/commons/lang/builder/ToStringBuilderTest.java","3","36","The class 'ToStringBuilderTest' has a total cyclomatic complexity of 83 (highest 2).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/test/org/apache/commons/lang/math/FractionTest.java","3","32","The class 'FractionTest' has a total cyclomatic complexity of 106 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.math","data/temp/Lang_41b/src/test/org/apache/commons/lang/math/FractionTest.java","3","160","The method 'testFactory_int_int_int()' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang.math","data/temp/Lang_41b/src/test/org/apache/commons/lang/math/FractionTest.java","3","347","The method 'testFactory_double()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.math","data/temp/Lang_41b/src/test/org/apache/commons/lang/math/NumberUtilsTest.java","3","43","The class 'NumberUtilsTest' has a total cyclomatic complexity of 94 (highest 3).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.reflect","data/temp/Lang_41b/src/test/org/apache/commons/lang/reflect/FieldUtilsTest.java","3","38","The class 'FieldUtilsTest' has a total cyclomatic complexity of 109 (highest 9).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text","data/temp/Lang_41b/src/test/org/apache/commons/lang/text/StrBuilderAppendInsertTest.java","3","37","The class 'StrBuilderAppendInsertTest' has a total cyclomatic complexity of 98 (highest 25).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang.text","data/temp/Lang_41b/src/test/org/apache/commons/lang/text/StrBuilderAppendInsertTest.java","3","1037","The method 'testInsert()' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.text","data/temp/Lang_41b/src/test/org/apache/commons/lang/text/StrBuilderTest.java","3","37","The class 'StrBuilderTest' has a total cyclomatic complexity of 118 (highest 6).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.time","data/temp/Lang_41b/src/test/org/apache/commons/lang/time/DateUtilsTest.java","3","46","The class 'DateUtilsTest' has a total cyclomatic complexity of 92 (highest 9).","Design","CyclomaticComplexity"
"1","org.apache.commons.lang.time","data/temp/Lang_41b/src/test/org/apache/commons/lang/time/StopWatchTest.java","3","125","The method 'testBadStates()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
