"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"3","org.mockito.asm","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/Type.java","3","337","The method 'getType(char[], int)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"4","org.mockito.asm","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/Type.java","3","426","The method 'getClassName()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","org.mockito.asm","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/Type.java","3","514","The method 'getDescriptor(StringBuffer)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"6","org.mockito.asm","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/Type.java","3","623","The method 'getDescriptor(StringBuffer, Class)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"7","org.mockito.asm","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/Type.java","3","690","The method 'getOpcode(int)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","org.mockito.asm.signature","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/signature/SignatureReader.java","3","71","The method 'accept(SignatureVisitor)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.mockito.asm.signature","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/signature/SignatureReader.java","3","140","The method 'parseType(String, int, SignatureVisitor)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/ClassNode.java","3","236","The method 'accept(ClassVisitor)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/InsnList.java","3","41","The class 'InsnList' has a total cyclomatic complexity of 92 (highest 8).","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/MethodNode.java","3","421","The method 'accept(MethodVisitor)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/Analyzer.java","3","56","The class 'Analyzer' has a total cyclomatic complexity of 95 (highest 50).","Design","CyclomaticComplexity"
"2","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/Analyzer.java","3","98","The method 'analyze(String, MethodNode)' has a cyclomatic complexity of 50.","Design","CyclomaticComplexity"
"3","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/Analyzer.java","3","300","The method 'findSubroutine(int, Subroutine, List)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java","3","50","The class 'BasicInterpreter' has a total cyclomatic complexity of 160 (highest 56).","Design","CyclomaticComplexity"
"2","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java","3","52","The method 'newValue(Type)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java","3","79","The method 'newOperation(AbstractInsnNode)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"4","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java","3","136","The method 'unaryOperation(AbstractInsnNode, Value)' has a cyclomatic complexity of 56.","Design","CyclomaticComplexity"
"5","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java","3","224","The method 'binaryOperation(AbstractInsnNode, Value, Value)' has a cyclomatic complexity of 56.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicVerifier.java","3","46","The class 'BasicVerifier' has a total cyclomatic complexity of 166 (highest 62).","Design","CyclomaticComplexity"
"2","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicVerifier.java","3","48","The method 'copyOperation(AbstractInsnNode, Value)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"3","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicVerifier.java","3","96","The method 'unaryOperation(AbstractInsnNode, Value)' has a cyclomatic complexity of 55.","Design","CyclomaticComplexity"
"4","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicVerifier.java","3","185","The method 'binaryOperation(AbstractInsnNode, Value, Value)' has a cyclomatic complexity of 62.","Design","CyclomaticComplexity"
"5","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicVerifier.java","3","312","The method 'ternaryOperation(AbstractInsnNode, Value, Value, Value)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"6","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicVerifier.java","3","373","The method 'naryOperation(AbstractInsnNode, List)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/Frame.java","3","51","The class 'Frame' has a total cyclomatic complexity of 229 (highest 198).","Design","CyclomaticComplexity"
"2","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/Frame.java","3","195","The method 'execute(AbstractInsnNode, Interpreter)' has a cyclomatic complexity of 198.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SimpleVerifier.java","3","111","The method 'newValue(Type)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SimpleVerifier.java","3","164","The method 'isSubTypeOf(Value, Value)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SimpleVerifier.java","3","189","The method 'merge(Value, Value)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"4","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SimpleVerifier.java","3","246","The method 'isAssignableFrom(Type, Type)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SmallSet.java","3","89","The method 'union(SmallSet)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SourceInterpreter.java","3","80","The method 'unaryOperation(AbstractInsnNode, Value)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.mockito.asm.tree.analysis","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/tree/analysis/SourceInterpreter.java","3","103","The method 'binaryOperation(AbstractInsnNode, Value, Value)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/ASMifierAbstractVisitor.java","3","136","The method 'appendConstant(StringBuffer, Object)' has a cyclomatic complexity of 37.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/ASMifierClassVisitor.java","3","127","The class 'ASMifierClassVisitor' has a total cyclomatic complexity of 83 (highest 48).","Design","CyclomaticComplexity"
"2","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/ASMifierClassVisitor.java","3","161","The method 'main(String[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/ASMifierClassVisitor.java","3","209","The method 'visit(int, int, String, String, String, String[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"4","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/ASMifierClassVisitor.java","3","433","The method 'appendAccess(int)' has a cyclomatic complexity of 48.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/ASMifierMethodVisitor.java","3","380","The method 'appendFrameTypes(int, Object[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/AbstractVisitor.java","3","147","The method 'appendString(StringBuffer, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckAnnotationAdapter.java","3","57","The method 'visit(String, Object)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckClassAdapter.java","3","176","The method 'verify(ClassReader, boolean, PrintWriter)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckClassAdapter.java","3","261","The method 'visit(int, int, String, String, String, String[])' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckClassAdapter.java","3","461","The method 'checkAccess(int, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","55","The class 'CheckMethodAdapter' has a total cyclomatic complexity of 263 (highest 27).","Design","CyclomaticComplexity"
"2","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","355","The method 'visitFrame(int, int, Object[], int, Object[])' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"3","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","684","The method 'checkFrameValue(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","788","The method 'checkIdentifier(String, int, int, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"5","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","819","The method 'checkMethodIdentifier(String, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"6","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","918","The method 'checkDesc(String, int, boolean)' has a cyclomatic complexity of 27.","Design","CyclomaticComplexity"
"7","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckMethodAdapter.java","3","979","The method 'checkMethodDesc(String)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckSignatureAdapter.java","3","39","The class 'CheckSignatureAdapter' has a total cyclomatic complexity of 83 (highest 10).","Design","CyclomaticComplexity"
"2","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/CheckSignatureAdapter.java","3","201","The method 'visitBaseType(char)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/TraceAnnotationVisitor.java","3","64","The method 'visit(String, Object)' has a cyclomatic complexity of 30.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/TraceClassVisitor.java","3","119","The method 'main(String[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/TraceClassVisitor.java","3","178","The method 'visit(int, int, String, String, String, String[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/TraceClassVisitor.java","3","387","The method 'visitMethod(int, String, String, String, String[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/TraceClassVisitor.java","3","488","The method 'appendAccess(int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.mockito.asm.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/asm/util/TraceMethodVisitor.java","3","511","The method 'appendFrameTypes(int, Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.beans","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/beans/BulkBeanEmitter.java","3","122","The method 'validate(Class, String[], String[], Class[], Method[], Method[])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/AbstractClassGenerator.java","3","187","The method 'create(Object)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/CodeEmitter.java","3","26","The class 'CodeEmitter' has a total cyclomatic complexity of 211 (highest 17).","Design","CyclomaticComplexity"
"2","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/CodeEmitter.java","3","168","The method 'if_cmp(Type, int, Label)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"3","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/CodeEmitter.java","3","252","The method 'cast_numeric(Type, Type)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"4","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/CodeEmitter.java","3","606","The method 'process_switch(int[], ProcessSwitchCallback, boolean)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"5","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/CodeEmitter.java","3","733","The method 'unbox(Type)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/EmitUtils.java","3","25","The class 'EmitUtils' has a total cyclomatic complexity of 117 (highest 18).","Design","CyclomaticComplexity"
"2","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/EmitUtils.java","3","164","The method 'string_switch(CodeEmitter, String[], int, ObjectSwitchCallback)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/EmitUtils.java","3","579","The method 'append_string_helper(CodeEmitter, Type, ArrayDelimiters, Customizer, ProcessArrayCallback)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"4","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/EmitUtils.java","3","758","The method 'member_helper_type(CodeEmitter, List, ObjectSwitchCallback, ParameterTyper, Label, Label, BitSet)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/KeyFactory.java","3","164","The method 'generateClass(ClassVisitor)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/ReflectUtils.java","3","31","The class 'ReflectUtils' has a total cyclomatic complexity of 103 (highest 13).","Design","CyclomaticComplexity"
"2","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/ReflectUtils.java","3","176","The method 'getClass(String, ClassLoader, String[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/ReflectUtils.java","3","307","The method 'getPropertiesHelper(Class, boolean, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.core","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/core/TypeUtils.java","3","22","The class 'TypeUtils' has a total cyclomatic complexity of 115 (highest 9).","Design","CyclomaticComplexity"
"1","org.mockito.cglib.proxy","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/proxy/CallbackHelper.java","3","32","The constructor 'CallbackHelper(Class, Class[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.proxy","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/proxy/Enhancer.java","3","59","The class 'Enhancer' has a total cyclomatic complexity of 149 (highest 25).","Design","CyclomaticComplexity"
"2","org.mockito.cglib.proxy","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/proxy/Enhancer.java","3","327","The method 'validate()' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"3","org.mockito.cglib.proxy","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/proxy/Enhancer.java","3","871","The method 'emitMethods(ClassEmitter, List, List)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.proxy","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/proxy/Mixin.java","3","132","The method 'create()' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.transform","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/transform/AbstractClassLoader.java","3","50","The method 'loadClass(String)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.transform","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/transform/AbstractTransformTask.java","3","124","The method 'processJarFile(File)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.cglib.util","data/temp/Mockito_19b/cglib-and-asm/src/org/mockito/cglib/util/SorterTemplate.java","3","32","The method 'quickSortHelper(int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mockito.exceptions","data/temp/Mockito_19b/src/org/mockito/exceptions/Reporter.java","3","54","The class 'Reporter' has a total cyclomatic complexity of 155 (highest 5).","Design","CyclomaticComplexity"
