"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.math.stat","data/temp/Math_105f/src/java/org/apache/commons/math/stat/Frequency.java","3","296","The method 'getCumFreq(Object)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.stat.descriptive","data/temp/Math_105f/src/java/org/apache/commons/math/stat/descriptive/AbstractUnivariateStatistic.java","3","71","The method 'test(double[], int, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.stat.inference","data/temp/Math_105f/src/java/org/apache/commons/math/stat/inference/TTestImpl.java","3","32","The class 'TTestImpl' has a total cyclomatic complexity of 96 (highest 5).","Design","CyclomaticComplexity"
"1","org.apache.commons.math.transform","data/temp/Math_105f/src/java/org/apache/commons/math/transform/FastFourierTransformer.java","3","340","The method 'fft(Complex[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.util","data/temp/Math_105f/src/java/org/apache/commons/math/util/ContinuedFraction.java","3","128","The method 'evaluate(double, double, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.util","data/temp/Math_105f/src/java/org/apache/commons/math/util/MathUtils.java","3","25","The class 'MathUtils' has a total cyclomatic complexity of 131 (highest 19).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.util","data/temp/Math_105f/src/java/org/apache/commons/math/util/MathUtils.java","3","96","The method 'binomialCoefficient(int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.util","data/temp/Math_105f/src/java/org/apache/commons/math/util/MathUtils.java","3","164","The method 'binomialCoefficientLog(int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.apache.commons.math.util","data/temp/Math_105f/src/java/org/apache/commons/math/util/MathUtils.java","3","312","The method 'gcd(int, int)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"5","org.apache.commons.math.util","data/temp/Math_105f/src/java/org/apache/commons/math/util/MathUtils.java","3","615","The method 'roundUnscaled(double, double, int)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.complex","data/temp/Math_105f/src/test/org/apache/commons/math/complex/ComplexUtilsTest.java","3","26","The class 'ComplexUtilsTest' has a total cyclomatic complexity of 91 (highest 4).","Design","CyclomaticComplexity"
"1","org.apache.commons.math.distribution","data/temp/Math_105f/src/test/org/apache/commons/math/distribution/DistributionFactoryImplTest.java","3","24","The class 'DistributionFactoryImplTest' has a total cyclomatic complexity of 81 (highest 2).","Design","CyclomaticComplexity"
"1","org.apache.commons.math.linear","data/temp/Math_105f/src/test/org/apache/commons/math/linear/BigMatrixImplTest.java","3","30","The class 'BigMatrixImplTest' has a total cyclomatic complexity of 106 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.linear","data/temp/Math_105f/src/test/org/apache/commons/math/linear/BigMatrixImplTest.java","3","760","The method 'splitLU(BigMatrix, BigDecimal[][], BigDecimal[][])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.linear","data/temp/Math_105f/src/test/org/apache/commons/math/linear/RealMatrixImplTest.java","3","28","The class 'RealMatrixImplTest' has a total cyclomatic complexity of 96 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.linear","data/temp/Math_105f/src/test/org/apache/commons/math/linear/RealMatrixImplTest.java","3","724","The method 'splitLU(RealMatrix, double[][], double[][])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.random","data/temp/Math_105f/src/test/org/apache/commons/math/random/RandomDataTest.java","3","35","The class 'RandomDataTest' has a total cyclomatic complexity of 85 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.random","data/temp/Math_105f/src/test/org/apache/commons/math/random/RandomDataTest.java","3","212","The method 'testNextHex()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.random","data/temp/Math_105f/src/test/org/apache/commons/math/random/RandomDataTest.java","3","266","The method 'testNextSecureHex()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.stat.inference","data/temp/Math_105f/src/test/org/apache/commons/math/stat/inference/TTestTest.java","3","55","The method 'testOneSampleT()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.stat.inference","data/temp/Math_105f/src/test/org/apache/commons/math/stat/inference/TTestTest.java","3","167","The method 'testTwoSampleTHeterscedastic()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.stat.inference","data/temp/Math_105f/src/test/org/apache/commons/math/stat/inference/TestUtilsTest.java","3","201","The method 'testOneSampleT()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.stat.inference","data/temp/Math_105f/src/test/org/apache/commons/math/stat/inference/TestUtilsTest.java","3","313","The method 'testTwoSampleTHeterscedastic()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.util","data/temp/Math_105f/src/test/org/apache/commons/math/util/MathUtilsTest.java","3","31","The class 'MathUtilsTest' has a total cyclomatic complexity of 83 (highest 5).","Design","CyclomaticComplexity"
